display,manufacturer,year,peak_nm,fwhm_nm,sharpness,confidence,vote_ratio
DELL U2713HM,Dell Inc.,2016,620.0,78.84,1.84,0.27,0/2
ROG PG348Q,Ancor Communications Inc,2016,620.0,78.31,1.85,0.27,0/3
DELL U2715H,Dell Inc.,2016,620.0,77.72,1.93,0.27,0/1
HP E241i,Hewlett Packard,2016,610.0,72.39,1.97,0.06,0/1
B133XW01 V0,AU Optronics,2016,610.0,72.05,2.02,0.07,0/1
B140XTT01.0,AU Optronics,2016,610.0,69.28,2.11,0.07,0/1
C088T-156WF1,LG Philips,2016,610.0,68.46,2.05,0.07,0/1
FG2421,Eizo Nanao Corporation,2016,610.0,67.8,2.28,0.09,0/2
"MacBookPro8,2",Apple Computer Inc,2016,610.0,67.13,2.2,0.08,0/1
LED FHD UWVA Anti-Glare,HP,2016,610.0,67.1,2.15,0.08,0/1
ROG PG279Q,Ancor Communications Inc,2016,610.0,66.27,2.11,0.07,0/1
HDKPV-173HGE,Chimei Innolux Corporation,2016,610.0,66.25,2.09,0.07,0/1
LP125WH2-SLB1,Lenovo Group Limited,2016,610.0,64.78,2.22,0.08,0/1
5220,Sharp Corporation,2016,610.0,63.39,2.17,0.08,0/1
HP ENVY 24,Hewlett Packard,2016,610.0,63.33,2.22,0.08,0/2
P232W,NEC Corporation,2016,610.0,62.98,2.24,0.08,0/1
U28D590,Samsung Electric Company,2016,610.0,61.83,2.34,0.09,0/2
M6NTY-NT11611,BOE,2016,610.0,61.36,2.6,0.11,0/1
LP156WF4-SPB1,LG,2016,610.0,60.22,2.28,0.09,0/1
E2340,Goldstar Company Ltd,2016,610.0,57.75,2.6,0.11,0/3
X169G,Seiko Epson Corporation,2016,610.0,46.33,3.48,0.32,0/1
LaCie 324i,LaCie,2016,660.0,26.26,3.09,0.49,0/3
W2420,Goldstar Company Ltd,2016,640.0,23.91,31.86,0.94,0/1
W2361,Goldstar Company Ltd,2016,660.0,23.62,3.13,0.49,0/2
DELL U2211H,Dell Inc.,2016,610.0,23.2,4.55,0.55,0/2
PLE2008HDS,Iiyama North America,2016,610.0,23.17,4.69,0.55,0/1
L2000C,Goldstar Company Ltd,2016,613.0,22.18,5.37,0.55,0/3
HD2441W,Eizo Nanao Corporation,2016,610.0,22.17,4.71,0.55,0/1
DENON-AVAMP,"DENON, Ltd.",2016,610.0,21.98,4.5,0.55,0/2
DELL U2311H,Dell Inc.,2016,617.0,21.83,5.61,0.67,0/4
VA1916wSERIES,ViewSonic Corporation,2016,617.0,21.81,5.62,0.67,0/1
Philips 220EW,Philips Consumer Electronics Company,2016,613.0,21.3,5.4,0.55,0/1
42ST60,Panasonic,2016,617.0,20.98,5.35,0.67,0/1
Hewlett Packard HP 23cw,Hewlett Packard,2016,610.0,19.55,4.61,0.55,0/1
NEC LCD1960NXi,NEC Corporation,2016,623.0,18.66,11.38,1.0,1/4
DELL 2709W,Dell Inc.,2016,620.0,14.51,7.89,0.76,0/1
MD30917PN S14,Messeltronik Dresden GmbH,2016,660.0,10.0,1.66,0.39,0/1
PLX2380H,Iiyama North America,2015,620.0,82.27,1.84,0.27,0/2
Class- SSP801,Classe Audio,2015,613.0,79.32,2.0,0.07,0/1
LP156WF1-TLF3,LG Semicom Company Ltd,2015,610.0,71.66,2.06,0.07,0/1
OptiPlex 9020,Dell Inc.,2015,610.0,71.13,2.03,0.07,0/1
6985X-B156HTF,AU Optronics,2015,610.0,70.77,2.0,0.07,0/1
B173RW01 V4,AU Optronics,2015,610.0,70.59,2.23,0.08,0/3
N156B6-L0A,Chi Mei Optoelectronics corp.,2015,610.0,69.3,2.07,0.07,0/1
B156HAN01.2,AU Optronics,2015,613.0,67.53,2.18,0.08,0/2
"MacBookPro8,3",Apple Computer Inc,2015,610.0,67.24,2.07,0.07,0/1
N133HSE-E21,Chimei Innolux Corporation,2015,613.0,66.45,2.24,0.08,0/2
23MP55,Goldstar Company Ltd,2015,610.0,65.59,2.11,0.07,0/1
DELL S2415H,Dell Inc.,2015,610.0,65.29,2.15,0.08,0/1
B140HAN01.1,AU Optronics,2015,610.0,64.94,2.12,0.07,0/2
106HL01-001,Seiko Epson Corporation,2015,610.0,61.12,2.28,0.09,0/1
PVM-1741,Sony,2015,620.0,37.65,4.5,0.71,0/1
L997,Eizo Nanao Corporation,2015,610.0,22.79,4.73,0.55,0/1
FPD2485W,Gateway 2000,2015,613.0,21.95,5.2,0.55,0/1
DELL 1704FPT,Dell Inc.,2015,610.0,21.39,4.5,0.55,0/1
EA244UHD,Apple Computer Inc,2014,620.0,93.88,1.53,0.25,0/1
VP2772 SERIES,ViewSonic Corporation,2014,653.0,85.37,1.53,0.04,0/1
23EA63,Goldstar Company Ltd,2014,620.0,80.85,1.88,0.27,0/2
ILAFPJ -- XT2,JVC,2014,613.0,80.77,1.89,0.06,0/1
DM2780D,Goldstar Company Ltd,2014,620.0,79.18,1.83,0.27,0/2
24EB23,Goldstar Company Ltd,2014,617.0,78.85,1.92,0.18,0/1
AE-4000,Panasonic Industry Company,2014,610.0,77.26,1.78,0.05,0/1
20M35,Goldstar Company Ltd,2014,610.0,76.9,1.87,0.06,0/1
27EA33,Goldstar Company Ltd,2014,610.0,76.83,1.89,0.06,0/1
ROG PG278Q,Ancor Communications Inc,2014,613.0,73.53,2.07,0.07,0/1
B156HTN03.6,AU Optronics,2014,610.0,69.28,2.27,0.08,0/1
DELL ST2220M,Dell Inc.,2014,610.0,68.45,2.07,0.07,0/1
N156HGE-EA1,Lenovo Group Limited,2014,610.0,67.24,2.2,0.08,0/1
VAIO LCD,Sony,2014,610.0,63.76,2.49,0.1,0/2
LTN101NT02007,Seiko Epson Corporation,2014,610.0,60.23,2.57,0.1,0/3
156KT02-301,Seiko Epson Corporation,2014,610.0,57.34,2.36,0.09,0/1
CX270,Eizo Nanao Corporation,2014,660.0,26.15,3.07,0.49,0/1
170CT02-002,Seiko Epson Corporation,2014,610.0,25.19,4.2,0.55,0/1
Philips 240PW,Philips Consumer Electronics Company,2014,660.0,24.27,3.22,0.5,0/1
VX2235wm,ViewSonic Corporation,2014,617.0,21.74,5.66,0.67,0/2
Acer B193,Acer Technologies,2014,617.0,21.59,5.8,0.67,0/1
5895,Eizo Nanao Corporation,2014,610.0,21.51,4.5,0.55,0/1
DELL 2209WA,Dell Inc.,2014,617.0,21.5,5.55,0.67,0/1
"iMac8,1",Apple,2014,613.0,21.36,5.2,0.55,0/1
L194WT,Goldstar Company Ltd,2014,610.0,21.26,4.69,0.55,0/1
LCD2080UX+,NEC Corporation,2014,610.0,21.17,4.69,0.55,0/1
L1910B,Goldstar Company Ltd,2014,613.0,21.16,5.21,0.55,0/1
FS2331,Eizo Nanao Corporation,2014,610.0,21.01,4.61,0.55,0/1
S1921,Eizo Nanao Corporation,2014,610.0,20.9,4.64,0.55,0/1
PanasonicTV0,Panasonic Industry Company,2014,620.0,20.61,5.34,0.76,0/1
Philips 221EL,Philips Consumer Electronics Company,2014,613.0,20.53,5.04,0.55,0/1
SX2761W,Eizo Nanao Corporation,2014,613.0,18.84,5.83,0.55,0/2
CG222W,Eizo Nanao Corporation,2014,610.0,16.36,5.14,0.55,0/1
WQX DP,VMO,2013,650.0,89.02,1.51,0.12,0/1
DELL U2713H,Dell,2013,650.0,88.9,1.54,0.13,0/3
DELL U2413,Dell,2013,653.0,88.28,1.49,0.03,0/2
DELL U2412M,Dell,2013,620.0,79.66,1.89,0.36,0/4
HP 2311x,Hewlett Packard,2013,620.0,79.53,1.91,0.27,0/1
VX2770 SERIES,ViewSonic Corporation,2013,620.0,78.8,1.94,0.27,0/1
HC9000,Mitsubishi Electric Corporation,2013,613.0,75.66,2.15,0.08,0/1
DELL U2312HM,Dell,2013,613.0,73.94,2.06,0.07,0/1
LUMAGEN,Dell,2013,610.0,70.02,1.87,0.06,0/1
"MacBookPro4,1",Apple Computer Inc,2013,610.0,69.29,2.26,0.08,0/1
1530,Sony,2013,610.0,68.55,2.25,0.08,0/2
"MacBookPro9,1",Apple Computer Inc,2013,610.0,67.8,2.17,0.08,0/1
ASUS VG278HR,Ancor Communications Inc,2013,610.0,66.8,2.06,0.07,0/1
173HT02-T01,Seiko Epson Corporation,2013,610.0,65.09,2.27,0.08,0/1
LTN156KT04401,Lenovo Group Limited,2013,610.0,61.59,2.27,0.08,0/1
173KT01-K01,Seiko Epson Corporation,2013,610.0,60.45,2.58,0.11,0/1
LTN156KT02401,Lenovo Group Limited,2013,610.0,55.04,2.4,0.09,0/1
DELL U2410,Dell,2013,657.0,26.21,3.19,0.5,0/11
W2600,Goldstar Company Ltd,2013,660.0,25.24,3.01,0.48,0/1
DELL U2711,Dell,2013,660.0,25.14,3.22,0.5,0/5
DELL U3011,Dell,2013,660.0,25.1,3.13,0.49,0/1
P241W,NEC Corporation,2013,610.0,22.97,4.67,0.55,0/1
Dell Lifebook S7110,Dell,2013,610.0,22.58,4.67,0.55,0/1
Hyundai V226W,Hyundai,2013,610.0,22.41,4.81,0.55,0/1
SMB1920NW,Samsung Electric Company,2013,610.0,21.58,4.74,0.55,0/1
SMB2430L,Samsung Electric Company,2013,617.0,21.31,5.56,0.67,0/1
DELL U2311H,Dell,2013,617.0,21.03,5.61,0.67,0/2
EV2334W,Eizo Nanao Corporation,2013,617.0,20.6,5.61,0.67,0/4
S2232W,Eizo Nanao Corporation,2013,613.0,18.93,5.62,0.55,0/3
SX2461W,Eizo Nanao Corporation,2013,613.0,18.8,5.51,0.55,0/2
T710PH,Goldstar Company Ltd,2013,623.0,18.71,10.83,0.85,0/1
N184H4-L01,Chi Mei Optoelectronics corp.,2013,613.0,18.67,6.08,0.55,0/2
HP w2408,Hewlett Packard,2013,617.0,18.12,8.83,0.67,0/1
SMS24A850,Samsung Electric Company,2012,623.0,82.43,1.81,0.35,0/2
EV2335W,Eizo Nanao Corporation,2012,623.0,82.17,1.8,0.35,0/1
IPS226,Goldstar Company Ltd,2012,620.0,81.48,1.79,0.26,0/1
IPS235,Goldstar Company Ltd,2012,620.0,81.18,1.78,0.26,0/1
X2377HDS-1,Liyama North America,2012,620.0,80.38,1.8,0.26,0/1
BT140GW01V6,InnoLux Display Corporation,2012,610.0,77.63,1.96,0.06,0/1
B140XW02 V1,AU Optronics,2012,610.0,72.85,2.01,0.07,0/1
BenQ GW2250H,BenQ,2012,610.0,67.18,2.05,0.07,0/1
LTN133AT21C01,Seiko Epson Corporation,2012,610.0,63.7,2.27,0.08,0/1
16610,Lenovo Group Limited,2012,610.0,62.96,2.51,0.1,0/3
SyncMaster T220,Samsung Electric Company,2012,610.0,41.68,2.02,0.3,0/1
SX2762W,Eizo Nanao Corporation,2012,657.0,25.64,3.33,0.51,0/2
Television,JVC,2012,660.0,25.35,3.13,0.49,0/1
CG245W,Eizo Nanao Corporation,2012,660.0,24.89,3.13,0.49,0/1
CG275W,Eizo Nanao Corporation,2012,660.0,24.49,3.27,0.5,0/3
LG W2246,Goldstar Company Ltd,2012,610.0,23.32,4.57,0.55,0/2
DELL 2209WA,Dell,2012,610.0,22.52,4.63,0.55,0/4
DELL 2405FPW,Dell,2012,610.0,22.44,4.64,0.55,0/2
12629,Seiko Epson Corporation,2012,617.0,21.27,5.67,0.67,0/1
FPD2185W,Gateway 2000,2012,617.0,21.06,5.75,0.67,0/1
184HT03-001,Seiko Epson Corporation,2012,617.0,20.68,5.74,0.67,0/2
SX2761W Digital,Eizo Nanao Corporation,2012,613.0,18.71,5.75,0.55,0/1
FPDEUMX1,"Victor Company of Japan, Limited",2012,620.0,15.03,7.95,0.76,0/1
HP 2709,Hewlett Packard,2012,620.0,14.88,6.23,0.76,0/1
