display,manufacturer,year,peak_nm,fwhm_nm,sharpness,confidence,vote_ratio
EV2455,Eizo Nanao Corporation,2020,620.0,69.95,2.2,0.29,0/11
B156XTN03.1,AU Optronics,2020,610.0,69.73,2.27,0.08,0/2
DELL S2419H,"Dell, Inc.",2020,620.0,69.61,2.19,0.29,0/3
M6F9D-B125XTN,AU Optronics,2020,610.0,69.46,2.28,0.09,0/1
"MacBookPro11,4",Apple Computer Inc,2020,613.0,69.28,2.2,0.08,0/3
EV2457,Eizo Nanao Corporation,2020,617.0,68.94,2.24,0.2,0/1
"MacBookPro6,1",Apple Computer Inc,2020,613.0,68.88,2.17,0.08,0/2
B247W,Acer Technologies,2020,613.0,68.85,2.23,0.08,0/2
BenQ EW2770QZ,BenQ Corporation,2020,620.0,68.76,2.23,0.29,0/1
S24D332,Samsung Electric Company,2020,613.0,68.66,2.2,0.08,0/1
BenQ EW2780Q,BenQ Corporation,2020,613.0,67.58,2.32,0.29,0/3
Q2781,AOC,2020,620.0,67.3,2.3,0.3,0/1
"MacBookPro10,2",Apple Computer Inc,2020,613.0,67.27,2.21,0.19,0/2
PLX2783H,Iiyama North America,2020,610.0,66.82,2.26,0.49,0/3
B140QAN02.3,AU Optronics,2020,613.0,66.78,2.2,0.08,0/1
BenQ GW2760,BenQ Corporation,2020,613.0,66.76,2.26,0.08,0/1
LP123WQ112604,LG Display,2020,613.0,66.47,2.17,0.08,0/2
2269W,AOC,2020,613.0,66.03,2.31,0.09,0/3
PY6P2-125WF1,LG Display,2020,610.0,65.8,2.45,0.1,0/1
LP156WFC-SPP1,LG Display,2020,610.0,65.77,2.54,0.1,0/1
27V-DP,Cromack Industries Inc,2020,610.0,65.74,2.13,0.08,0/1
XF270HU,Acer Technologies,2020,617.0,65.44,2.32,0.21,0/1
VCM8X-N156HG,Chimei Innolux Corporation,2020,610.0,65.34,2.25,0.08,0/1
NV140FHM-N4V,BOE,2020,610.0,65.17,2.5,0.1,0/1
LM140LF-3L03,Najing CEC Panda FPD Technology CO. ltd,2020,610.0,65.17,2.3,0.09,0/1
"MacBookAir8,2",Apple Computer Inc,2020,610.0,65.05,2.27,0.08,0/1
Acer XB281HK,Acer Technologies,2020,610.0,64.77,2.32,0.09,0/2
1671,BOE,2020,610.0,64.72,2.58,0.11,0/1
HKC-M27A9X,HKC OVERSEAS LIMITED,2020,610.0,64.55,2.35,0.09,0/1
27GN7,LG Electronics,2020,620.0,64.44,2.25,0.29,0/1
B156HAN13.0,AU Optronics,2020,610.0,64.38,2.52,0.1,0/1
LP156WH4-TLN1,LG Display,2020,610.0,64.33,2.45,0.1,0/1
S22C450,Samsung Electric Company,2020,610.0,64.11,2.36,0.09,0/1
PL2790,Iiyama North America,2020,613.0,64.03,2.42,0.09,0/1
BenQ GW2406Z,BenQ Corporation,2020,613.0,63.98,2.42,0.09,0/1
LTN156AT190,Seiko Epson Corporation,2020,610.0,63.73,2.54,0.1,0/1
156AT20-701,Seiko Epson Corporation,2020,610.0,63.68,2.56,0.1,0/2
B173HAN04.7,AU Optronics,2020,610.0,63.47,2.53,0.1,0/1
LC24RG50,Samsung Electric Company,2020,613.0,63.33,2.43,0.1,0/1
LM156LF-CL03,Najing CEC Panda FPD Technology CO. ltd,2020,610.0,63.25,2.53,0.1,0/1
DELL P2414H,"Dell, Inc.",2020,610.0,63.04,2.4,0.09,0/6
14573,AU Optronics,2020,610.0,63.03,2.56,0.1,0/1
S242HL,Acer Technologies,2020,610.0,63.01,2.38,0.09,0/2
LM156LF1L,Najing CEC Panda FPD Technology CO. ltd,2020,610.0,62.86,2.55,0.1,0/1
22546,Fujitsu Ltd,2020,610.0,62.77,2.5,0.1,0/1
SM28UNR,Founder Group Shenzhen Co.,2020,610.0,62.32,2.39,0.09,0/2
Dell AW2720HF,"Dell, Inc.",2020,620.0,62.28,2.33,0.3,0/4
DC9YJ-156WFC,LG Display,2020,610.0,62.01,2.54,0.1,0/1
PL3493WQ,Iiyama North America,2020,613.0,61.95,2.47,0.1,0/2
LP156WH3-TLT1,LG Display,2020,610.0,61.57,2.56,0.1,0/1
LTN173KT01000,Seiko Epson Corporation,2020,610.0,61.56,2.53,0.1,0/3
530,LG Display,2020,610.0,61.46,2.55,0.1,0/1
RD70P-140WH2,LG Display,2020,610.0,61.25,2.56,0.1,0/1
PL2390,Iiyama North America,2020,613.0,60.63,2.53,0.1,0/1
Mi Monitor,2-Tel B.V,2020,610.0,60.2,2.58,0.11,0/1
DELL P1917S,"Dell, Inc.",2020,613.0,60.15,2.55,0.1,0/1
17901,AU Optronics,2020,610.0,59.44,2.57,0.1,0/1
XV253Q,Acer Technologies,2020,610.0,59.15,2.59,0.11,0/2
BenQ EX2510,BenQ Corporation,2020,610.0,59.07,2.64,0.11,0/1
ROG PG259QN,ASUSTek COMPUTER INC,2020,610.0,58.89,2.65,0.11,0/1
LP173WF4-SPF3,LG Display,2020,610.0,58.69,2.58,0.11,0/1
XB273 GX,Acer Technologies,2020,610.0,58.38,2.59,0.11,0/2
AW2521HFA,"Dell, Inc.",2020,610.0,58.33,2.67,0.11,0/1
VG259QM,ASUSTek COMPUTER INC,2020,610.0,58.18,2.37,0.09,0/1
1431,LG Display,2020,610.0,57.9,2.58,0.11,0/2
AW2521HF,"Dell, Inc.",2020,610.0,57.79,2.63,0.11,0/1
G49P6-156WF6,LG Display,2020,610.0,57.44,2.52,0.1,0/1
LP133WF4-SPA1,Lenovo Group Limited,2020,610.0,57.4,2.6,0.11,0/1
Wacom One 13,Wacom Tech,2020,610.0,57.28,2.6,0.11,0/1
1389,LG Display,2020,610.0,56.89,2.58,0.11,0/1
C27FG7x,Samsung Electric Company,2020,633.0,52.49,3.56,0.66,0/1
C24FG7x,Samsung Electric Company,2020,634.0,49.89,3.97,0.74,0/4
LG TV,Goldstar Company Ltd,2020,617.0,48.52,3.03,0.43,0/7
ATNA56WR08-0,Lenovo Group Limited,2020,620.0,46.92,3.93,0.62,0/2
EV2336W,Eizo Nanao Corporation,2020,640.0,46.89,2.03,0.6,0/5
XV273K,Acer,2020,633.0,45.09,5.29,0.82,0/1
Acer XB273K S,Acer Technologies,2020,630.0,44.53,5.24,0.83,0/1
ROG PG65UQ,ASUSTek COMPUTER INC,2020,630.0,44.38,4.84,0.84,0/1
XB273U,Acer Technologies,2020,630.0,44.32,4.88,0.84,0/2
X35,Acer Technologies,2020,630.0,44.31,5.26,0.84,0/1
PA329,Ancor Communications Inc,2020,627.0,36.65,8.41,0.95,0/5
LCD2690WUXi2,NEC Corporation,2020,660.0,27.08,2.92,0.48,0/1
HP LP2475w,Hewlett Packard Enterprise,2020,657.0,25.74,3.26,0.5,0/4
iMac,Apple Computer Inc,2020,633.0,23.3,12.09,1.0,11/28
CMC 19AW,Chi Mei Optoelectronics corp.,2020,610.0,22.38,4.75,0.55,0/1
AL1917W,Acer Technologies,2020,617.0,22.36,5.56,0.67,0/1
DELL 2001FP,"Dell, Inc.",2020,617.0,22.34,5.62,0.67,0/1
Acer G245HQ,Acer Technologies,2020,613.0,22.33,5.48,0.55,0/3
Philips 170C,Philips Consumer Electronics Company,2020,617.0,22.2,5.59,0.67,0/1
DELL E228WFP,"Dell, Inc.",2020,613.0,22.09,5.37,0.55,0/1
ZM-M220W(D),"Zalman Tech Co., Ltd.",2020,613.0,22.07,5.5,0.55,0/1
Philips FTV,Philips Consumer Electronics Company,2020,610.0,21.94,4.56,0.55,0/2
LCD-AD222X,I-O Data Device Inc,2020,630.0,21.8,8.22,1.0,4/15
LM520/LM520A,AOC,2020,610.0,21.66,4.66,0.55,0/1
VA2213w-4,ViewSonic Corporation,2020,613.0,21.52,5.78,0.55,0/1
DELL2407WFPHC,"Dell, Inc.",2020,613.0,19.36,5.73,0.55,0/1
S2243W,Eizo Nanao Corporation,2020,612.0,11.11,8.92,0.55,0/6
L226WA,LG Electronics,2020,612.0,8.38,12.96,0.55,0/2
N156HGE-EA2,Chimei Innolux Corporation,2019,670.0,999.0,1.12,0.01,0/1
SHARP HDMI,Sharp Corporation,2019,630.0,98.58,1.53,0.49,0/1
1179,"HYC CO., LTD.",2019,620.0,93.23,1.55,0.25,0/2
P50-C1,"VIZIO, Inc",2019,650.0,93.1,1.52,0.12,0/1
ASUS VG35V,ASUSTek COMPUTER INC,2019,640.0,91.22,1.57,0.43,0/1
324IGZO-HDMI2,2-Tel B.V,2019,640.0,90.16,1.61,0.43,0/1
"iMac14,2",Apple Computer Inc,2019,623.0,90.02,1.65,0.49,0/2
"iMac13,2",Apple Computer Inc,2019,620.0,89.88,1.66,0.49,0/2
CS270,Eizo Nanao Corporation,2019,650.0,89.41,1.53,0.13,0/3
B156HTN01.1,Lenovo Group Limited,2019,647.0,89.28,1.56,0.22,0/1
PA322UHD,NEC Corporation,2019,643.0,88.72,1.61,0.34,0/1
ASUS VG32V,ASUSTek COMPUTER INC,2019,620.0,87.79,1.69,0.26,0/1
31MU97,Goldstar Company Ltd,2019,650.0,86.99,1.65,0.22,0/5
HP Z24x,Hewlett Packard Enterprise,2019,650.0,84.31,1.64,0.13,0/2
BenQ PD2720U,BenQ Corporation,2019,627.0,83.82,1.69,0.47,0/1
PB248,Ancor Communications Inc,2019,620.0,82.06,1.77,0.26,0/1
BenQ SW271,BenQ Corporation,2019,630.0,81.25,1.84,0.51,0/5
JVC NX5,JVC Kenwood,2019,610.0,80.86,1.96,0.06,0/1
BenQ BL2411,BenQ Corporation,2019,620.0,80.84,1.85,0.27,0/1
LEN T2454pA,Lenovo Group Limited,2019,620.0,78.48,1.94,0.27,0/1
HP ENVY 27s,HP Inc.,2019,613.0,78.24,1.92,0.06,0/1
DELL U2419HS,"Dell, Inc.",2019,627.0,78.1,1.91,0.48,0/1
DELL U2515HX,"Dell, Inc.",2019,620.0,77.53,1.87,0.27,0/3
DELL U3415W,"Dell, Inc.",2019,620.0,77.51,1.97,0.27,0/1
VP2770 SERIES,ViewSonic Corporation,2019,620.0,77.42,1.91,0.36,0/2
BenQ EW2775ZH,BenQ Corporation,2019,620.0,77.09,1.96,0.27,0/1
2272WM,AOC,2019,620.0,76.94,1.89,0.27,0/1
8766,AU Optronics,2019,610.0,74.83,1.95,0.06,0/1
XG2402 SERIES,ViewSonic Corporation,2019,613.0,74.05,2.05,0.07,0/1
5269,Chimei Innolux Corporation,2019,610.0,73.76,2.18,0.08,0/3
"MacBookAir6,2",Apple Computer Inc,2019,610.0,73.55,2.21,0.08,0/1
DELL P2415Q,"Dell, Inc.",2019,617.0,72.52,2.14,0.2,0/1
24CH2QK,AOpen Inc.,2019,610.0,70.9,2.25,0.08,0/1
VX3209-SW,ViewSonic Corporation,2019,610.0,70.88,2.16,0.08,0/1
PHL 329P9,Philips Consumer Electronics Company,2019,613.0,70.83,2.14,0.19,0/2
LG ULTRAWIDE,Goldstar Company Ltd,2019,620.0,69.41,2.19,0.29,0/7
HP Z38c,HP Inc.,2019,617.0,69.15,2.24,0.2,0/1
HP 32 QHD,HP Inc.,2019,610.0,69.1,2.17,0.08,0/1
DELL P2416D,"Dell, Inc.",2019,617.0,69.07,2.23,0.29,0/2
"MacBook10,1",Apple Computer Inc,2019,610.0,68.88,2.12,0.07,0/1
B125XW01 V0,Lenovo Group Limited,2019,610.0,68.29,2.11,0.07,0/1
AORUS KD25F,"GIGA-BYTE TECHNOLOGY CO., LTD.",2019,617.0,67.92,2.22,0.2,0/1
HP V241,Hewlett Packard Enterprise,2019,610.0,67.61,2.06,0.07,0/1
LG HDR DQHD,LG Electronics,2019,617.0,67.55,2.31,0.21,0/2
OMEN X 25f,HP Inc.,2019,613.0,67.5,2.22,0.08,0/1
ASUS PB278,Ancor Communications Inc,2019,615.0,66.61,2.28,0.27,0/5
General,HKC OVERSEAS LIMITED,2019,610.0,66.32,2.26,0.08,0/1
VG27A,ASUSTek COMPUTER INC,2019,613.0,66.27,2.24,0.08,0/1
Acer VG270K,Acer Technologies,2019,613.0,66.08,2.29,0.09,0/1
PG279QE,ASUSTek COMPUTER INC,2019,613.0,65.97,2.27,0.08,0/2
LP123WQ122604,LG Display,2019,613.0,65.73,2.29,0.09,0/2
LQ133M1JW15,Sharp Corporation,2019,610.0,65.64,2.28,0.09,0/2
BenQ BL2400,BenQ Corporation,2019,610.0,65.41,2.1,0.07,0/1
N133HSE-EA3,Chimei Innolux Corporation,2019,613.0,65.27,2.29,0.09,0/3
4561N-NT15N41,BOE,2019,610.0,65.22,2.33,0.09,0/1
V-M700,Haivision Systems Inc.,2019,610.0,64.9,2.29,0.09,0/1
2477W1M,AOC,2019,613.0,64.7,2.4,0.09,0/1
LG FULL HD,Goldstar Company Ltd,2019,613.0,64.54,2.34,0.09,0/1
DELL P2217,"Dell, Inc.",2019,610.0,64.3,2.27,0.08,0/1
HPJGK-B156HTN,AU Optronics,2019,610.0,63.79,2.18,0.08,0/1
DELL P2317H,Dell Inc.,2019,610.0,63.19,2.28,0.09,0/1
VP279,Ancor Communications Inc,2019,610.0,62.98,2.25,0.08,0/1
LP173WD1-TLP5,LG Display,2019,610.0,62.19,2.49,0.1,0/1
LG QHD,LG Electronics,2019,610.0,62.03,2.44,0.1,0/1
HP VH240a,HP Inc.,2019,610.0,61.92,2.28,0.09,0/1
DELL P2317H,"Dell, Inc.",2019,613.0,61.69,2.48,0.1,0/1
28908,AU Optronics,2019,610.0,61.12,2.32,0.09,0/1
Acer T232HL,Acer Technologies,2019,610.0,61.03,2.51,0.1,0/1
B270Q165,Bit 3 Computer,2019,613.0,60.69,2.45,0.1,0/1
E241N,NEC Corporation,2019,620.0,60.19,2.27,0.29,0/3
XV272 P,Acer Technologies,2019,610.0,59.62,2.54,0.1,0/1
VG271,Acer Technologies,2019,610.0,58.79,2.58,0.11,0/2
LEN Y27gq-25,Lenovo Group Limited,2019,633.0,54.6,3.04,0.59,0/1
EH LS-10000,Seiko Epson Corporation,2019,613.0,49.08,3.01,0.24,0/1
Xioami Mi 9T / K20,Xiaomi Inc.,2019,627.0,47.37,3.82,0.74,0/2
ROG PG35V,ASUSTek COMPUTER INC,2019,633.0,44.88,5.25,0.83,0/4
41001,Samsung Electric Company,2019,630.0,44.57,4.04,0.83,0/1
PQ22UC,ASUSTek COMPUTER INC,2019,620.0,40.15,3.52,0.64,0/1
CP7271K P,Acer Technologies,2019,627.0,37.25,7.89,0.93,0/1
SMALLHD FOCUS 5 OLED,SmallHD,2019,620.0,37.23,4.19,0.72,0/1
ROG PG27U,ASUSTek COMPUTER INC,2019,627.0,36.45,8.37,0.94,0/5
SmallHD Cine7,SmallHD,2019,627.0,29.94,12.76,1.0,1/2
DELL 3008WFP,"Dell, Inc.",2019,660.0,25.05,2.95,0.48,0/1
LG Ultra HD,Goldstar Company Ltd,2019,633.0,24.65,12.19,1.0,1/14
Cinema HD Display,Apple Computer Inc,2019,610.0,24.3,4.34,0.55,0/2
S3260W,Fujitsu Siemens Computers GmbH,2019,610.0,23.14,4.52,0.55,0/1
L1900R,LG Electronics,2019,613.0,22.48,5.23,0.55,0/1
VE205,Ancor Communications Inc,2019,613.0,22.1,5.37,0.55,0/1
BenQ 241W,BenQ Corporation,2019,613.0,21.91,5.42,0.55,0/2
CG211,Eizo Nanao Corporation,2019,613.0,21.85,5.53,0.55,0/1
LCD-AD222X,LG Display,2019,630.0,21.8,8.22,1.0,1/2
TOSHIBA-TV,Toshiba America Info Systems Inc,2019,610.0,21.67,4.74,0.55,0/3
LCD-AD222X,Lenovo,2019,610.0,19.43,4.67,0.55,0/1
LCD-AD222X,i-O Display System,2019,610.0,19.43,4.67,0.55,0/1
HP LP3065,HP Inc.,2018,670.0,999.0,1.05,0.0,0/1
S19D300,Samsung Electric Company,2018,640.0,94.29,1.52,0.42,0/1
LG TV,Optoma Corporation,2018,610.0,91.12,1.58,0.04,0/1
DELL U2713H,Dell Inc.,2018,650.0,88.44,1.55,0.13,0/7
X5900,JVC,2018,610.0,87.81,1.56,0.04,0/1
241PQPY,Philips Consumer Electronics Company,2018,620.0,86.92,1.64,0.25,0/1
E2290,Goldstar Company Ltd,2018,620.0,83.08,1.83,0.27,0/2
PL2377,Iiyama North America,2018,623.0,81.26,1.86,0.36,0/1
MG248,Ancor Communications Inc,2018,610.0,79.21,1.8,0.05,0/1
EV2780,Eizo Nanao Corporation,2018,620.0,77.42,1.88,0.27,0/1
",","Dell, Inc.",2018,620.0,77.41,1.89,0.27,0/1
Dell U2312HM RevA00,"Dell, Inc.",2018,610.0,76.86,2.01,0.07,0/1
DELL E2414H,Dell Inc.,2018,613.0,76.81,1.99,0.07,0/1
VP2780 SERIES,ViewSonic Corporation,2018,620.0,76.69,1.9,0.27,0/1
AVR6,"Beijing Aerospace Golden Card Electronic Engineering Co.,Ltd.",2018,620.0,75.17,2.13,0.29,0/1
DELL U2515H,Dell Inc.,2018,623.0,74.81,2.02,0.37,0/6
"MacBookAir5,2",Apple Computer Inc,2018,610.0,72.17,2.24,0.08,0/2
LP150QD112604,LG Display,2018,610.0,70.89,2.09,0.07,0/1
DELL U2417H,Dell Inc.,2018,620.0,70.79,2.18,0.36,0/4
B156HW02 V1,AU Optronics,2018,610.0,70.17,2.23,0.08,0/2
V203H,Acer Technologies,2018,620.0,68.62,2.12,0.28,0/1
N173HGE-E11,Chimei Innolux Corporation,2018,610.0,67.99,2.13,0.08,0/2
"MacBookPro12,1",Apple Computer Inc,2018,610.0,67.15,2.2,0.08,0/1
W466R-156GW02,InnoLux Display Corporation,2018,610.0,66.98,2.24,0.08,0/1
HC9GK-173HGE,Chi Mei Optoelectronics corp.,2018,610.0,66.28,2.08,0.07,0/3
22EA53,Goldstar Company Ltd,2018,610.0,65.85,2.14,0.08,0/1
VX2478-2,ViewSonic Corporation,2018,610.0,65.7,2.26,0.08,0/1
XWCYC-173HCE,Chimei Innolux Corporation,2018,610.0,65.63,2.11,0.07,0/1
HMQ270 DP,Digital Projection Limited,2018,613.0,65.19,2.27,0.08,0/1
B140HAN01.3,AU Optronics,2018,610.0,65.16,2.27,0.08,0/1
Generic PnP Monitor,Lenovo,2018,610.0,63.38,2.22,0.08,0/3
DELL S2440L,"Dell, Inc.",2018,610.0,63.08,2.2,0.08,0/1
MX279,Ancor Communications Inc,2018,610.0,62.6,2.25,0.08,0/1
ASUS MX239,Ancor Communications Inc,2018,610.0,60.97,2.27,0.08,0/1
LP156WF4-SPB1,LG Display,2018,610.0,60.9,2.28,0.09,0/1
B133HAN02.7,AU Optronics,2018,610.0,57.46,2.37,0.09,0/1
55SK9000,Goldstar Company Ltd,2018,623.0,57.33,2.76,0.42,0/2
HDMI,MS Telematica,2018,610.0,57.27,2.38,0.09,0/1
LG65B7A,Goldstar Company Ltd,2018,617.0,49.67,2.96,0.34,0/1
OLED55C7P,Goldstar Company Ltd,2018,620.0,49.48,2.74,0.42,0/3
BenQ SW2700,BenQ,2018,630.0,40.07,5.77,0.91,0/1
PVM250A,Sony,2018,620.0,39.75,3.91,0.67,0/1
DELL UP2716D,Dell Inc.,2018,630.0,33.25,3.01,0.93,1/2
Q3203SQ,Kingston Tech Corporation,2018,623.0,29.73,11.87,0.85,0/1
PIONEER_TV,Pioneer Electronic Corporation,2018,620.0,26.94,4.47,0.76,0/1
HP LP3065,Hewlett Packard,2018,660.0,26.38,3.03,0.49,0/1
PA241W,NEC Corporation,2018,657.0,25.78,3.39,0.51,0/8
DELL U2711,Dell Inc.,2018,660.0,25.44,3.12,0.49,0/2
DP,Hypercope Gmbh Aachen,2018,630.0,24.41,11.79,1.0,1/2
LP154WX4-TLC3,LG Philips,2018,610.0,24.01,4.41,0.55,0/1
DELL 2209WA,"Dell, Inc.",2018,610.0,23.98,4.45,0.55,0/1
M077D-160HT,Seiko Epson Corporation,2018,627.0,23.8,25.63,0.97,0/1
HP 2310,Hewlett Packard,2018,610.0,22.72,4.7,0.55,0/1
DELL 2007FP,Dell,2018,610.0,22.31,4.61,0.55,0/1
1088,Samsung Electric Company,2018,610.0,22.13,4.7,0.55,0/1
Philips 190P,Philips Consumer Electronics Company,2018,610.0,21.66,4.68,0.55,0/4
LP156WH1-TLA3,Acer Inc,2018,610.0,21.54,4.75,0.55,0/1
Cintiq 21UX 2,Wacom Tech,2018,613.0,21.3,5.49,0.55,0/2
EA231WMi,NEC Corporation,2018,610.0,21.25,4.62,0.55,0/1
HX191D,HannStar Display Corp,2018,610.0,21.14,4.9,0.55,0/2
HP LP2275w,Hewlett Packard Enterprise,2018,613.0,19.58,5.43,0.55,0/1
DELL 2407WFP,"Dell, Inc.",2018,620.0,16.24,6.14,0.76,0/1
HP L2245w,Hewlett Packard Enterprise,2018,610.0,15.07,5.03,0.55,0/1
DELL P2412H,Dell Inc.,2017,627.0,94.78,1.52,0.45,0/1
iMac,Apple,2017,623.0,94.62,1.56,0.34,0/1
VN279,Ancor Communications Inc,2017,630.0,91.05,1.57,0.49,0/2
HP Z27x,Hewlett Packard,2017,653.0,90.82,1.48,0.03,0/1
P75-C1,"VIZIO, Inc",2017,633.0,90.38,1.6,0.49,0/1
Optoma WXGA,Optoma Corporation,2017,610.0,88.92,1.67,0.04,0/1
PHL 247E6,Philips Consumer Electronics Company,2017,610.0,84.62,1.69,0.05,0/2
DELL S2740L,Dell Inc.,2017,620.0,83.66,1.73,0.26,0/1
CS230,Eizo Nanao Corporation,2017,620.0,80.66,1.8,0.26,0/1
IPS277,Goldstar Company Ltd,2017,620.0,80.55,1.88,0.27,0/2
DELL U3415W,Dell Inc.,2017,620.0,80.04,1.88,0.27,0/2
IPS236,Goldstar Company Ltd,2017,620.0,79.31,1.84,0.27,0/3
S2133,Eizo Nanao Corporation,2017,620.0,77.75,1.84,0.27,0/1
DELL U2515HX,Dell Inc.,2017,620.0,77.65,1.87,0.27,0/2
EV2750,EIZO,2017,623.0,77.61,1.94,0.36,0/1
HP Z27n,Hewlett Packard,2017,620.0,77.17,1.88,0.27,0/1
27MU67,Goldstar Company Ltd,2017,620.0,76.83,1.98,0.28,0/1
Philips 247E4,Philips Consumer Electronics Company,2017,610.0,75.98,1.85,0.06,0/1
DVI,MS Telematica,2017,613.0,73.5,2.07,0.07,0/1
S27D395,Samsung Electric Company,2017,617.0,72.59,2.12,0.19,0/1
N156HGE-EAB,Chimei Innolux Corporation,2017,610.0,70.4,2.27,0.08,0/1
"Screen 1, Output XWAYLAND0",NEC Corporation,2017,617.0,69.51,2.17,0.2,0/2
VP3268-4K,ViewSonic Corporation,2017,617.0,69.19,2.28,0.21,0/4
D65u-D2,"VIZIO, Inc",2017,613.0,67.52,2.28,0.09,0/1
XB270HU,Acer Technologies,2017,613.0,66.85,2.26,0.08,0/7
VE228,Ancor Communications Inc,2017,610.0,66.2,2.08,0.07,0/1
24MB65,Goldstar Company Ltd,2017,610.0,66.1,2.18,0.08,0/1
DISPLAY PORT,Digital Projection Limited,2017,613.0,65.72,2.3,0.09,0/1
Acer CB281HK,Acer Technologies,2017,610.0,65.6,2.29,0.09,0/2
HSD173PUW1,HannStar Display Corp,2017,610.0,65.53,2.21,0.08,0/1
DELL U2415,Dell Inc.,2017,620.0,65.5,2.22,0.37,0/7
VG2860 SERIES,ViewSonic Corporation,2017,610.0,65.23,2.28,0.09,0/1
8509,AU Optronics,2017,610.0,65.21,2.25,0.08,0/1
DJCP6-LQ133M1,Sharp Corporation,2017,610.0,65.02,2.14,0.42,0/2
LQ156D1JX01,Sharp Corporation,2017,610.0,63.67,2.22,0.08,0/1
Moto G Titan,Motorola,2017,610.0,63.56,2.31,0.09,0/1
LP125WF2-SPB2,Lenovo Group Limited,2017,610.0,63.11,2.47,0.1,0/1
LP156WHB-TPC1,Lenovo,2017,610.0,61.27,2.58,0.11,0/1
JHNX6-156HT,Seiko Epson Corporation,2017,610.0,60.76,2.52,0.1,0/1
156AT05-T02,Seiko Epson Corporation,2017,610.0,60.73,2.56,0.1,0/1
HP LE2202x,HP,2017,610.0,58.74,2.57,0.1,0/1
LG SIGNAGE,Goldstar Company Ltd,2017,610.0,58.34,2.64,0.11,0/1
LTN156AT02P09,Seiko Epson Corporation,2017,610.0,58.03,2.61,0.11,0/1
E2350,Goldstar Company Ltd,2017,610.0,57.78,2.58,0.11,0/2
PROJECTOR,Hitachi Ltd,2017,610.0,56.42,2.39,0.09,0/1
LG OLED 6-Series,Goldstar Company Ltd,2017,617.0,48.52,3.03,0.37,0/2
OLED E6V,Goldstar Company Ltd,2017,617.0,46.78,3.09,0.46,0/2
Web,Samsung Electric Company,2017,623.0,44.2,4.49,0.69,0/1
16704,Lenovo Group Limited,2017,623.0,42.92,4.2,0.83,0/5
Samsung Galaxy S8 srgb,Samsung Electric Company,2017,620.0,41.12,4.47,0.65,0/1
Samsung Galaxy S8 adobergb,Samsung Electric Company,2017,620.0,40.94,4.49,0.66,0/1
DELL U2412M,Dell Inc.,2017,643.0,33.41,2.53,0.75,0/16
LG V30 standard,Goldstar Company Ltd,2017,620.0,32.81,5.82,0.76,0/1
LG v30 srgb,Goldstar Company Ltd,2017,620.0,32.77,5.81,0.76,0/1
DELL U3011,Dell Inc.,2017,657.0,26.67,3.12,0.49,0/1
HP LP2475w,Hewlett Packard,2017,657.0,25.65,3.3,0.5,0/9
DELL U2410,Dell Inc.,2017,660.0,24.62,3.19,0.5,0/6
BenQ FP992,BenQ,2017,613.0,22.73,5.17,0.55,0/1
S2202W,Eizo Nanao Corporation,2017,610.0,22.71,4.66,0.55,0/2
HP ZR24w,Hewlett Packard,2017,617.0,22.45,5.46,0.67,0/4
PW191,Ancor Communications Inc,2017,610.0,22.13,4.64,0.55,0/1
L193 Wide,Lenovo Group Limited,2017,610.0,22.12,4.72,0.55,0/1
LTN170WP-L02,Seiko Epson Corporation,2017,613.0,22.06,5.34,0.55,0/1
NEC MultiSync LCD1990SXi (Digital),NEC Corporation,2017,613.0,22.04,5.32,0.55,0/2
VP2365WB,ViewSonic Corporation,2017,617.0,21.91,5.6,0.67,0/1
B154EW02 V1,AU Optronics,2017,613.0,21.9,5.37,0.55,0/1
HP LP2465,Hewlett Packard,2017,613.0,21.76,5.48,0.55,0/1
CHIMEI LCD,"Nexgen Mediatech Inc.,",2017,610.0,21.62,4.75,0.55,0/2
LP171WP4-TLN1,LG Philips,2017,610.0,21.5,4.62,0.55,0/3
DT-V24L1D,JVC,2017,613.0,21.31,5.25,0.55,0/1
DT V-L241D,JVC,2017,613.0,21.29,5.27,0.55,0/1
LL-T1803,Sharp Corporation,2017,610.0,21.19,4.76,0.55,0/1
CG221,Eizo Nanao Corporation,2017,610.0,19.66,5.03,0.55,0/3
DELL U2413,Dell Inc.,2017,610.0,19.46,1.64,0.39,0/9
HP LP2275w,Hewlett Packard,2017,613.0,19.07,5.76,0.55,0/4
S2231W,Eizo Nanao Corporation,2017,613.0,18.84,5.77,0.55,0/4
S2233W,Eizo Nanao Corporation,2017,610.0,15.93,5.21,0.55,0/4
L227W,Goldstar Company Ltd,2017,610.0,15.82,5.16,0.55,0/3
SX2262W,Eizo Nanao Corporation,2017,610.0,15.81,5.01,0.55,0/8
PR-SC885,ONKYO Corporation,2016,610.0,99.04,1.55,0.04,0/1
"Mac12,2",Apple Computer Inc,2016,620.0,91.15,1.62,0.25,0/1
DELL UP2414Q,Dell Inc.,2016,650.0,90.13,1.55,0.13,0/3
XPS 2720,Dell Inc.,2016,653.0,88.41,1.5,0.03,0/1
CX271,Eizo Nanao Corporation,2016,650.0,87.93,1.58,0.13,0/4
DELL U2212HM,Dell Inc.,2016,620.0,84.27,1.8,0.26,0/1
MDL231CV,Mitsubishi Electric Corporation,2016,620.0,82.2,1.77,0.26,0/3
HP 23xi,Hewlett Packard,2016,620.0,80.04,1.82,0.26,0/2
HP ZR2440w,Hewlett Packard,2016,620.0,79.92,1.89,0.27,0/5
