display,manufacturer,year,peak_nm,fwhm_nm,sharpness,confidence,vote_ratio
43N80-LQ156D1,Sharp Corporation,2023,633.0,29.85,9.36,1.0,1/1
PHL 279M1RV,Philips Consumer Electronics Company,2023,633.0,24.11,9.44,1.0,3/3
Smart TV,HKC OVERSEAS LIMITED,2023,633.0,28.01,12.74,1.0,1/1
TL140BDXP01-0,Thermotrex Corporation,2023,630.0,23.7,10.18,1.0,4/4
U34G3G4R3,AOC,2023,630.0,26.76,10.44,1.0,1/1
MSI MAG323UPF,Microstep,2023,630.0,24.01,12.15,1.0,2/2
PL4071UH,Iiyama North America,2023,640.0,10.0,34.69,1.0,10/11
VX2757-2K-PRO,ViewSonic Corporation,2023,630.0,33.93,7.84,1.0,1/1
27E1Q,HKC OVERSEAS LIMITED,2023,630.0,29.69,10.19,1.0,1/1
55U6,"Hisense Electric Co., Ltd.",2023,630.0,25.05,11.23,1.0,1/1
VG273U PRO,HKC OVERSEAS LIMITED,2023,630.0,24.19,12.94,1.0,1/1
LG UltraFine,LG Display,2023,633.0,22.72,12.79,1.0,1/1
624,"Viewteck Co., Ltd.",2023,630.0,23.95,11.39,1.0,1/1
XB273U NV,Acer Technologies,2023,630.0,24.17,11.3,1.0,1/1
VG273QK,HKC OVERSEAS LIMITED,2023,630.0,29.48,10.62,1.0,1/1
F27G51Q Pro,SKYDATA S.P.A.,2023,630.0,24.37,9.41,1.0,2/2
PL3280Q,Iiyama North America,2023,630.0,25.43,11.23,1.0,1/1
B140HAN06.8,AU Optronics,2023,632.0,9.91,20.34,1.0,4/4
MSI G274QRFW,Microstep,2023,630.0,26.44,11.04,1.0,2/2
CG318,Eizo Nanao Corporation,2023,630.0,22.0,12.79,1.0,2/2
MG27U,HKC OVERSEAS LIMITED,2023,630.0,27.21,8.45,1.0,1/1
T320UD,"IPS, Inc. (Intellectual Property Solutions, Inc.)",2023,630.0,25.29,11.18,1.0,2/2
447CX-156WFH,LG Display,2023,630.0,29.75,9.86,1.0,1/1
NCJPF-NE16N41,BOE,2023,633.0,26.01,10.12,1.0,1/1
DELL S3220DGF,"Dell, Inc.",2023,630.0,24.11,11.27,1.0,3/3
DELL U3224KB,"Dell, Inc.",2023,630.0,25.3,9.6,1.0,1/1
PA32U,ASUS,2023,630.0,21.12,14.65,1.0,1/1
XV322QK KV,Acer Technologies,2023,630.0,23.11,12.12,1.0,1/1
VG28UQL1A,ASUSTek COMPUTER INC,2023,630.0,23.48,11.56,1.0,4/4
MNH301CA3-1,California Institute of Technology,2023,630.0,22.78,11.04,1.0,1/1
M28U,"GIGA-BYTE TECHNOLOGY CO., LTD.",2023,633.0,23.52,12.47,1.0,11/11
G24F 2,"GIGA-BYTE TECHNOLOGY CO., LTD.",2023,630.0,23.52,11.63,1.0,2/2
G2490W1G4,AOC,2023,630.0,23.73,14.38,1.0,2/2
TL070FVXS01-0,Thermotrex Corporation,2023,633.0,24.19,10.54,1.0,1/1
PHL 288E2,Philips Consumer Electronics Company,2023,633.0,23.23,12.61,1.0,1/1
U28G2G6B,AOC,2023,630.0,23.32,11.8,1.0,2/2
CU34V5C,AOC,2023,630.0,22.86,11.85,1.0,1/1
AG324UWS4R4B,AOC,2023,630.0,22.9,12.55,1.0,2/2
AG274QS8R1B,AOC,2023,630.0,25.84,24.31,1.0,1/1
AG274QG,AOC,2023,630.0,24.51,8.88,1.0,2/2
U34G3XM,AOC,2023,630.0,22.95,12.12,1.0,1/1
Q27G2SG4,AOC,2023,630.0,22.49,13.9,1.0,1/1
AG275QG3R4B+,AOC,2023,630.0,22.87,12.43,1.0,1/1
AG275QZN,AOC,2023,630.0,25.94,10.35,1.0,1/1
CU34P2C,AOC,2023,630.0,22.76,12.3,1.0,2/2
BenQ PD2506Q,BenQ Corporation,2023,633.0,22.01,14.78,1.0,1/1
BenQ EX2710U,BenQ Corporation,2023,630.0,23.13,9.42,1.0,1/1
CS2731,2-Tel B.V,2023,630.0,21.87,14.43,1.0,1/1
CS2731,EIZO GmbH Display Technologies,2023,630.0,21.87,14.43,1.0,1/1
XWU-CBA,"Huawei Technologies Co., Inc.",2023,633.0,24.14,11.05,1.0,1/1
LP170WQ1-SPF2,LG Display,2023,633.0,24.8,10.75,1.0,1/1
B160QAN02.L,AU Optronics,2023,633.0,23.54,11.04,1.0,3/3
XG32UQ,ASUSTek COMPUTER INC,2023,630.0,22.92,12.49,1.0,1/1
LQ173M1JW08,Sharp Corporation,2023,633.0,24.78,10.09,1.0,1/1
U34G2G4R3,AOC,2023,630.0,27.49,10.52,1.0,2/2
XV320QU LM,Acer Technologies,2023,630.0,24.18,11.16,1.0,1/1
VIOTEK GN27D,"Viewteck Co., Ltd.",2023,630.0,24.2,11.75,1.0,3/3
PA32U,ASUSTek COMPUTER INC,2023,633.0,21.68,15.69,1.0,10/10
MSI MPG341QR,Microstep,2023,630.0,23.07,11.89,1.0,4/4
CS2731,Eizo Nanao Corporation,2023,633.0,22.28,15.03,1.0,3/3
1707,LG Display,2023,633.0,23.48,11.38,1.0,1/1
G34WQC A,"GIGA-BYTE TECHNOLOGY CO., LTD.",2023,630.0,27.45,9.7,1.0,1/1
X9,"Shenzhen Zhuona Technology Co., Ltd.",2023,633.0,23.66,12.75,1.0,1/1
Q27G2WG4,AOC,2023,630.0,22.31,14.49,1.0,4/4
MateView,2-Tel B.V,2023,633.0,23.08,12.5,1.0,1/1
P27h-30,Lenovo Group Limited,2023,630.0,23.28,12.4,1.0,1/1
DP,Avolites Ltd,2023,630.0,29.78,10.21,1.0,1/1
MPG273CQR-QD,Microstep,2023,637.0,28.55,20.72,1.0,5/5
PHL 242E1GZ,Philips Consumer Electronics Company,2023,633.0,23.46,13.46,1.0,1/1
28U1,SKYDATA S.P.A.,2023,633.0,24.06,11.61,1.0,1/1
VG279QL1A,ASUSTek COMPUTER INC,2023,633.0,24.21,11.88,1.0,1/1
XB323QK NV,Acer Technologies,2023,630.0,23.12,12.28,1.0,1/1
Q27V5CW,AOC,2023,633.0,24.0,11.3,1.0,1/1
NE156QUM-N6C,Lenovo Group Limited,2023,633.0,24.76,13.04,1.0,1/1
DELL U3223QE,"Dell, Inc.",2023,633.0,23.6,11.02,1.0,6/6
Built-in Retina Display,LG Display,2023,633.0,24.6,11.12,1.0,3/3
CG2730,Eizo,2023,630.0,20.15,13.74,1.0,1/1
Odyssey G50A,Samsung Electric Company,2023,630.0,24.52,9.3,1.0,1/1
G241VC,Microstep,2023,630.0,18.27,10.92,1.0,1/1
BenQ SW271C,BenQ Corporation,2023,630.0,24.35,11.33,1.0,1/1
34GP950G,LG Electronics,2023,630.0,23.54,9.08,1.0,1/1
X38 S,Acer Technologies,2023,630.0,21.93,13.71,1.0,1/1
27G2G8,AOC,2023,630.0,23.28,12.0,1.0,2/2
P24H2G,Tidewater Association,2023,633.0,22.74,13.49,1.0,1/1
Y32p-30,Lenovo Group Limited,2023,630.0,27.26,11.5,1.0,1/1
XR343CK P,Acer Technologies,2023,630.0,23.19,9.5,1.0,1/1
34GK950G,LG Electronics,2023,630.0,24.34,8.63,1.0,1/1
BenQ EW2880U,BenQ Corporation,2023,630.0,19.7,10.69,1.0,1/1
PA278QV (1),2-Tel B.V,2022,633.0,29.58,9.72,1.0,2/2
PA278QV (2),2-Tel B.V,2022,633.0,28.72,10.06,1.0,2/2
LG UltraFine,LG Electronics,2022,633.0,22.58,12.94,1.0,1/1
MSI MAG321QR,Microstep,2022,630.0,24.46,10.66,1.0,2/2
ROG PG27AQN,ASUSTek COMPUTER INC,2022,630.0,23.96,11.52,1.0,2/2
CG2730,Eizo Nanao Corporation,2022,630.0,21.87,13.9,1.0,3/4
ASM-160QCC,ASEM S.p.A.,2022,630.0,19.58,9.76,1.0,1/1
M27Q P,"GIGA-BYTE TECHNOLOGY CO., LTD.",2022,630.0,23.67,9.65,1.0,2/2
DELL U2520D,"Dell, Inc.",2022,632.0,12.19,20.71,1.0,8/8
M27QK,HKC OVERSEAS LIMITED,2022,633.0,28.86,20.58,1.0,1/1
DELL G3223Q,"Dell, Inc.",2022,630.0,22.42,12.68,1.0,4/4
MSI MAG281URF,Microstep,2022,630.0,26.81,10.92,1.0,1/1
DELL S2721DGF,"Dell, Inc.",2022,633.0,23.94,10.01,1.0,9/9
LQ100P1JX51,Sharp Corporation,2022,630.0,24.46,9.86,1.0,3/3
BenQ EW3880R,BenQ Corporation,2022,630.0,23.79,9.2,1.0,1/1
XV282K KV,Acer Technologies,2022,630.0,23.4,12.28,1.0,2/2
VG27AQ1A,ASUSTek COMPUTER INC,2022,630.0,23.6,12.41,1.0,1/1
BenQ EX270QM,BenQ Corporation,2022,630.0,20.36,8.92,1.0,1/1
LS27A80,Samsung Electric Company,2022,630.0,19.95,12.17,1.0,2/2
DELL P3223DE,"Dell, Inc.",2022,630.0,22.88,13.04,1.0,1/1
GIGABYTE G24F,"GIGA-BYTE TECHNOLOGY CO., LTD.",2022,630.0,23.4,11.94,1.0,2/2
BenQ PD2725U,BenQ Corporation,2022,630.0,25.3,8.42,1.0,3/3
LEN160WQXGA,Lenovo Group Limited,2022,633.0,26.87,10.29,1.0,1/1
Q27G3G3R3,AOC,2022,630.0,23.55,11.11,1.0,1/1
U28G2XU2,AOC,2022,630.0,23.77,11.59,1.0,1/1
DELL U3223QZ,"Dell, Inc.",2022,630.0,18.42,10.22,1.0,1/1
ZQE-CBA,"Huawei Technologies Co., Inc.",2022,630.0,18.0,11.2,1.0,1/1
5642,Chimei Innolux Corporation,2022,630.0,27.03,10.85,1.0,1/1
32G2WG3,AOC,2022,630.0,23.38,11.74,1.0,2/2
M32UC,"GIGA-BYTE TECHNOLOGY CO., LTD.",2022,630.0,27.6,10.39,1.0,2/2
Sony TV,Sony,2022,633.0,23.55,11.08,1.0,1/1
MNE007ZA1-1,California Institute of Technology,2022,633.0,22.25,12.14,1.0,1/1
(unknown),2-Tel B.V,2022,633.0,22.92,11.51,1.0,1/1
M27Q X,"GIGA-BYTE TECHNOLOGY CO., LTD.",2022,630.0,31.72,8.67,1.0,4/4
LG HDR WQHD+,LG Electronics,2022,630.0,26.27,8.81,1.0,1/1
"MacBookPro15,1",Apple Computer Inc,2022,633.0,23.45,11.41,1.0,15/15
325AR3,CoStar Corporation,2022,630.0,23.74,13.43,1.0,1/1
BenQ EW2880U,BenQ,2022,633.0,23.93,12.32,1.0,3/3
HP E14 G4,HP Inc.,2022,633.0,23.4,11.37,1.0,2/2
LEN140WUXGA+,Lenovo Group Limited,2022,633.0,24.99,11.1,1.0,2/2
LQ156M1JW01,Sharp Corporation,2022,630.0,26.89,9.85,1.0,2/2
5KKRM-LQ170R1,Sharp Corporation,2022,630.0,23.4,11.64,1.0,1/1
90T02-LQ156R1,Sharp Corporation,2022,630.0,18.47,9.29,1.0,1/1
N161HCA-GA1,Chimei Innolux Corporation,2022,633.0,24.75,10.48,1.0,1/1
X34 S,Acer Technologies,2022,630.0,23.54,9.09,1.0,1/1
B133QAN02.0,AU Optronics,2022,630.0,18.42,9.78,1.0,1/1
NE173QHM-NZ2,BOE,2022,633.0,24.42,11.4,1.0,4/4
PHL 242M8,Philips Consumer Electronics Company,2022,633.0,28.02,10.6,1.0,2/2
MSI PAG272URV,Microstep,2022,633.0,23.2,12.47,1.0,3/3
"MacBookPro16,1",Apple Computer Inc,2022,633.0,22.54,12.53,1.0,12/13
MSI Creator Z17,Microstep,2022,632.0,9.07,25.28,1.0,4/4
DELL S3422DW,"Dell, Inc.",2022,630.0,24.6,10.6,1.0,1/1
DELL S3222DGM,"Dell, Inc.",2022,630.0,17.8,11.19,1.0,1/1
CFORCE,Apple Computer Inc,2022,630.0,27.0,10.53,1.0,1/1
2420,BOE,2022,633.0,25.25,10.44,1.0,1/1
PHL 328E1,Philips Consumer Electronics Company,2022,630.0,17.9,11.08,1.0,1/1
AORUS FV43U,"GIGA-BYTE TECHNOLOGY CO., LTD.",2022,630.0,28.66,19.12,1.0,3/3
NE173QHM-NY1,BOE,2022,633.0,24.92,10.65,1.0,1/1
LEN Y44w-10,Lenovo Group Limited,2022,630.0,17.79,11.77,1.0,1/1
5961,Chimei Innolux Corporation,2022,633.0,25.18,10.54,1.0,1/1
PAG344CQR,Microstep,2022,633.0,23.52,12.38,1.0,1/1
N133HCE-EN2,Chimei Innolux Corporation,2022,633.0,25.45,10.38,1.0,1/1
LEN P32p-20,Lenovo Group Limited,2022,630.0,18.39,10.85,1.0,1/1
BenQ EW3270U,BenQ Corporation,2022,632.0,9.11,27.4,1.0,9/9
PHL 325M8C,Philips Consumer Electronics Company,2022,633.0,23.8,11.86,1.0,1/1
MNG007DA1-4,Lenovo Group Limited,2022,630.0,21.3,9.31,1.0,1/1
MNG007DA1-1,California Institute of Technology,2022,633.0,25.73,11.28,1.0,1/1
XV272U KF,Acer Technologies,2022,633.0,22.18,13.47,1.0,2/2
VX2705-2KP,ViewSonic Corporation,2022,630.0,23.77,11.86,1.0,1/1
LP156WFG-SPT2,LG Display,2022,630.0,25.43,9.37,1.0,2/2
0VWYX-NV15NY7,BOE,2022,630.0,18.52,9.52,1.0,1/1
C270SCC,"IPS, Inc. (Intellectual Property Solutions, Inc.)",2022,630.0,19.91,9.88,1.0,1/1
MSI MAG273R,Microstep,2022,630.0,24.35,10.6,1.0,1/1
HUAWEI INC,"Huawei Technologies Co., Inc.",2022,633.0,22.05,13.63,1.0,2/3
G27-20,Lenovo Group Limited,2022,633.0,25.33,11.38,1.0,1/1
PHL 329M1RV,Philips Consumer Electronics Company,2022,630.0,22.54,12.59,1.0,2/2
HMH2Y-156QHG,LG Display,2022,630.0,29.71,10.14,1.0,1/1
LS27A70,Samsung Electric Company,2022,633.0,24.48,13.65,1.0,1/1
BenQ PD3220U,BenQ Corporation,2022,633.0,24.38,12.11,1.0,5/5
MSI MAG342CQR,Microstep,2022,630.0,22.34,13.93,1.0,1/1
24G2W1G4,AOC,2022,630.0,23.51,11.52,1.0,7/7
PHL 346E2C,Philips Consumer Electronics Company,2022,630.0,23.55,11.1,1.0,1/1
"iMacPro1,1",Apple Computer Inc,2022,633.0,23.1,12.22,1.0,8/9
U34P2G1,AOC,2022,630.0,23.61,10.84,1.0,1/1
Q27G2G3R3B,AOC,2022,630.0,23.55,12.47,1.0,1/1
27G2WG3-,AOC,2022,630.0,23.92,11.39,1.0,2/2
AG493UG7R4,AOC,2022,630.0,23.7,11.81,1.0,1/1
M34WQ,"GIGA-BYTE TECHNOLOGY CO., LTD.",2022,630.0,23.3,11.91,1.0,3/3
MNF601EA1-1,Lenovo Group Limited,2022,630.0,24.13,11.91,1.0,3/3
LS28AG700N,Samsung Electric Company,2022,630.0,28.88,11.07,1.0,1/1
MNG007DA1-8,California Institute of Technology,2022,630.0,26.52,10.05,1.0,1/1
29840,AU Optronics,2021,630.0,27.91,10.14,1.0,1/1
"iMac18,3",Apple Computer Inc,2021,633.0,23.23,12.05,1.0,7/7
BenQ EX2710Q,BenQ Corporation,2021,630.0,23.61,9.62,1.0,1/1
LP156WFA-SPG2,LG Display,2021,633.0,23.15,10.99,1.0,2/2
YD240F,Hexium Ltd.,2021,633.0,24.47,12.06,1.0,1/1
VX15H-LQ170N1,Sharp Corporation,2021,633.0,27.65,10.37,1.0,1/1
Mi 245 HF1,2-Tel B.V,2021,630.0,17.84,10.48,1.0,1/1
B160QAN02.Q,AU Optronics,2021,633.0,23.22,11.71,1.0,2/2
ASUS CG32U,ASUSTek COMPUTER INC,2021,633.0,23.46,13.19,1.0,3/3
VVX14P048M00,Panasonic Industry Company,2021,633.0,22.33,11.98,1.0,2/2
MNF601EA1-5,California Institute of Technology,2021,630.0,23.26,12.07,1.0,1/1
32G3WG3-,AOC,2021,630.0,23.87,10.8,1.0,1/1
Q32G3WG3R3,AOC,2021,630.0,24.04,10.93,1.0,1/1
U28P2G6B,AOC,2021,630.0,22.93,12.11,1.0,1/1
27G3G3-,AOC,2021,630.0,24.11,10.9,1.0,1/1
PD27QS8R4,AOC,2021,630.0,23.4,11.55,1.0,1/1
DELL U2720Q,"Dell, Inc.",2021,633.0,23.73,12.29,1.0,5/5
DELL U4021QW,"Dell, Inc.",2021,633.0,22.5,10.92,1.0,2/2
FNVDR-LQ156D1,Sharp Corporation,2021,633.0,26.37,10.5,1.0,3/3
Mi 245 HF1,Xiaomi Inc.,2021,633.0,25.18,11.04,1.0,1/1
LG HDR 5K,LG Electronics,2021,633.0,24.53,9.04,1.0,1/1
AORUS FI32U,"GIGA-BYTE TECHNOLOGY CO., LTD.",2021,630.0,17.81,11.47,1.0,2/2
ASUS XG43UQ,ASUSTek COMPUTER INC,2021,630.0,17.88,11.92,1.0,1/1
184X2-B156HAN,AU Optronics,2021,630.0,21.08,10.14,1.0,1/1
BenQ SW320,BenQ Corporation,2021,633.0,31.54,9.52,1.0,2/2
MND408ZA1-3,California Institute of Technology,2021,630.0,24.2,10.65,1.0,1/1
MSI MAG274QRF,Microstep,2021,630.0,25.3,10.85,1.0,1/1
RZ39-0350,Razer Taiwan Co. Ltd.,2021,630.0,26.68,12.12,1.0,1/1
"iMac19,1",Apple Computer Inc,2021,630.0,22.56,14.88,1.0,3/3
TY90V-156WFG,LG Display,2021,630.0,24.92,10.52,1.0,1/1
BenQ EX2780Q,BenQ Corporation,2021,630.0,22.62,13.07,1.0,3/3
PHL 246E9Q,Philips Consumer Electronics Company,2021,633.0,25.15,11.66,1.0,1/1
34GK950F,LG Electronics,2021,633.0,23.68,9.36,1.0,3/3
DELL S2522HG,"Dell, Inc.",2021,630.0,32.24,6.42,1.0,1/1
PHL 276E7,Philips Consumer Electronics Company,2021,630.0,26.31,10.14,1.0,1/1
27G2G4,AOC,2021,630.0,23.59,11.59,1.0,3/3
Dell AW3420DW,"Dell, Inc.",2021,633.0,24.44,9.07,1.0,4/4
K8J0W-LQ134R1,Sharp Corporation,2021,632.0,12.36,16.05,1.0,1/1
PL2770QS,Iiyama North America,2021,630.0,27.34,9.63,1.0,1/1
"MacBookPro14,1",Apple Computer Inc,2021,632.0,12.39,15.67,1.0,3/3
Gigabyte M32Q,"GIGA-BYTE TECHNOLOGY CO., LTD.",2021,630.0,24.46,11.51,1.0,3/3
DELL P2421D,"Dell, Inc.",2021,630.0,33.13,6.23,1.0,1/1
DELL U3421WE,"Dell, Inc.",2021,630.0,18.0,12.02,1.0,1/1
U32U1WR6B,AOC,2021,630.0,26.89,8.38,1.0,2/2
U34G3G3R3,AOC,2021,630.0,23.3,11.69,1.0,1/1
U32E2WG6,AOC,2021,630.0,24.06,10.84,1.0,1/1
Q3279WG5B,AOC,2021,633.0,23.17,12.9,1.0,2/2
Q27T1G5,AOC,2021,630.0,22.81,11.84,1.0,1/1
Q2790,AOC,2021,630.0,23.27,11.73,1.0,1/1
Q27P2W,AOC,2021,630.0,23.43,11.37,1.0,1/1
DELL C2722DE,"Dell, Inc.",2021,630.0,33.2,7.12,1.0,1/1
LP173WFG-SPB3,LG Display,2021,630.0,27.88,9.75,1.0,1/1
S24R35x,Samsung Electric Company,2021,630.0,22.84,8.14,1.0,6/6
PL3461WQ,Iiyama North America,2021,633.0,33.78,7.67,1.0,2/2
B287K,Acer Technologies,2021,630.0,25.45,11.47,1.0,1/1
MSI G271,Microstep,2021,630.0,18.36,10.95,1.0,1/1
HP V27i,HP Inc.,2021,630.0,31.88,7.44,1.0,1/1
MSI MAG272C,Microstep,2021,630.0,25.09,10.57,1.0,1/1
HP Z31x,HP Inc.,2021,633.0,21.4,15.19,1.0,5/5
"MacBookPro13,3",Apple Computer Inc,2021,632.0,12.47,14.71,1.0,1/1
CP3271U V,Acer Technologies,2021,630.0,24.55,9.46,1.0,1/1
XV272U,Acer Technologies,2021,633.0,23.86,13.14,1.0,4/4
VX3211-2K,ViewSonic Corporation,2021,630.0,22.42,10.41,1.0,1/1
AORUS FI32Q,"GIGA-BYTE TECHNOLOGY CO., LTD.",2021,630.0,25.6,10.77,1.0,1/1
N5V8C-LQ156D1,Sharp Corporation,2021,632.0,12.33,15.61,1.0,4/4
B156ZAN04.1,AU Optronics,2021,633.0,23.32,12.67,1.0,1/1
BenQ EX3203R,BenQ Corporation,2021,630.0,18.66,10.4,1.0,1/1
Pro Display XDR,2-Tel B.V,2021,630.0,23.52,13.75,1.0,1/1
Dell AW3821DW,"Dell, Inc.",2021,632.0,12.21,20.02,1.0,2/2
U3277WB,AOC,2021,630.0,25.22,13.18,1.0,2/2
HX320S,Hexium Ltd.,2021,633.0,21.76,15.83,1.0,1/1
Q27G2G4,AOC,2021,630.0,23.27,11.7,1.0,1/1
Dell AW2721D,"Dell, Inc.",2021,630.0,21.26,8.96,1.0,3/3
ROG XG27AQ,ASUSTek COMPUTER INC,2021,630.0,23.81,11.21,1.0,1/1
M55Q8-H1,"VIZIO, Inc",2021,630.0,27.07,19.59,1.0,1/1
U34P2G5,AOC,2021,633.0,25.86,11.53,1.0,1/1
Q32G2WG3,AOC,2021,630.0,23.36,11.97,1.0,1/1
24G2WG3-,AOC,2021,630.0,23.61,11.58,1.0,2/2
G2790G4,AOC,2021,630.0,23.53,11.74,1.0,1/1
32G2WG8,AOC,2021,630.0,24.34,11.02,1.0,1/1
27G2G3,AOC,2021,630.0,24.0,11.16,1.0,1/1
U34G2G1,AOC,2021,630.0,23.08,11.52,1.0,1/1
AG322QWS4R4,AOC,2021,630.0,23.49,11.48,1.0,1/1
Q32G1WG4,AOC,2021,630.0,24.16,11.59,1.0,1/1
LQ156M1JW09,Sharp Corporation,2021,630.0,29.99,8.97,1.0,1/1
VKJCN-LQ123N1,Sharp Corporation,2021,633.0,23.95,11.13,1.0,1/1
N161HCA-EA3,Chimei Innolux Corporation,2021,633.0,25.44,10.51,1.0,2/2
ACER S271HL,Samsung Electronics Company Ltd,2021,630.0,20.01,9.76,1.0,1/1
U270U,Hexium Ltd.,2021,633.0,24.48,11.61,1.0,2/2
B156HAN10.1,AU Optronics,2021,633.0,22.53,13.85,1.0,2/2
AORUS FI27Q-X,"GIGA-BYTE TECHNOLOGY CO., LTD.",2021,630.0,31.24,9.65,1.0,1/1
Cintiq Pro 16,Wacom Tech,2021,633.0,23.03,14.23,1.0,1/1
X34 GS,Acer Technologies,2021,630.0,23.16,9.32,1.0,1/1
VP2785-2K,ViewSonic Corporation,2021,633.0,27.79,4.43,1.0,2/2
miroir mp220,Miro Computer Prod.,2021,630.0,24.99,20.66,1.0,1/1
MSI G27CQ4,Microstep,2021,630.0,24.28,11.14,1.0,1/1
XG27WQ,ASUSTek COMPUTER INC,2021,630.0,27.54,10.43,1.0,1/1
GX279UQ,ICD Inc,2021,630.0,39.24,7.39,0.93,2/2
VG270U P,Acer Technologies,2020,630.0,22.95,13.04,1.0,4/5
YD270Q-K7E,STD Computer Inc,2020,633.0,25.1,11.75,1.0,1/1
38GN950,LG Electronics,2020,633.0,24.81,8.61,1.0,1/1
6MWPG-170WQ1,LG Display,2020,630.0,19.78,9.43,1.0,1/1
T27hv-20,Lenovo Group Limited,2020,630.0,24.65,10.44,1.0,1/1
NE156QUM-N67,BOE,2020,630.0,29.67,9.53,1.0,1/1
Optix AG32C,Microstep,2020,630.0,24.53,10.87,1.0,1/1
LS27R75,Samsung Electric Company,2020,633.0,25.98,8.71,1.0,1/1
MSI PS341WU,Microstep,2020,633.0,29.86,8.11,1.0,3/3
CG437K P,Acer Technologies,2020,630.0,22.98,12.42,1.0,2/2
VG27AQL1A,ASUSTek COMPUTER INC,2020,630.0,23.24,12.97,1.0,2/2
A22 32U13,TerraTec Electronic GmbH,2020,633.0,22.07,15.55,1.0,1/1
ASUS XG17A,ASUSTek COMPUTER INC,2020,630.0,28.84,9.95,1.0,1/1
DELL S3221QS,"Dell, Inc.",2020,630.0,23.43,11.79,1.0,1/1
G34WQC,"GIGA-BYTE TECHNOLOGY CO., LTD.",2020,633.0,23.88,12.11,1.0,1/1
VX2758-Series,ViewSonic Corporation,2020,630.0,23.16,12.73,1.0,1/1
MSI MPG27CQ2,Microstep,2020,630.0,23.66,11.45,1.0,1/1
BenQ EW3280U,BenQ Corporation,2020,630.0,22.85,12.38,1.0,1/1
DELL S2721D,"Dell, Inc.",2020,630.0,26.84,9.96,1.0,1/1
"iMac20,2",Apple Computer Inc,2020,630.0,20.22,10.95,1.0,2/2
YD270Q-K7B,Hexium Ltd.,2020,633.0,28.76,11.11,1.0,1/1
VG240Y V,Acer Technologies,2020,630.0,24.62,10.82,1.0,1/1
PHL 275B1,Philips Consumer Electronics Company,2020,633.0,23.56,11.55,1.0,1/1
Y2XND-LQ156D1,Sharp Corporation,2020,633.0,29.94,9.64,1.0,10/10
AORUS FI27Q-P,"GIGA-BYTE TECHNOLOGY CO., LTD.",2020,633.0,24.86,12.27,1.0,2/2
DELL U3219Q,"Dell, Inc.",2020,633.0,23.76,12.88,1.0,2/2
DELL S2721DS,"Dell, Inc.",2020,630.0,24.62,10.19,1.0,1/1
VG270U,Acer Technologies,2020,633.0,22.76,13.79,1.0,1/1
G27Q,"GIGA-BYTE TECHNOLOGY CO., LTD.",2020,630.0,23.42,11.96,1.0,1/1
PA271Q,NEC Corporation,2020,633.0,21.91,14.66,1.0,7/7
MSI MPG341CQR,Microstep,2020,630.0,25.32,10.74,1.0,1/1
XG270QG,ViewSonic Corporation,2020,630.0,24.25,9.48,1.0,1/1
G27FC,"GIGA-BYTE TECHNOLOGY CO., LTD.",2020,630.0,20.57,10.47,1.0,1/1
MSI MAG241C,Microstep,2020,630.0,20.78,10.23,1.0,1/1
V16FPG,Stargate Technology,2020,633.0,24.18,10.8,1.0,1/1
ED323QUR A,Acer Technologies,2020,633.0,24.08,12.19,1.0,1/1
G27QC,"GIGA-BYTE TECHNOLOGY CO., LTD.",2020,633.0,25.8,10.77,1.0,1/1
34GN850,LG Electronics,2020,630.0,21.58,8.45,1.0,2/2
EB276EK,Acer Technologies,2020,633.0,23.02,11.92,1.0,1/1
CG2420,Eizo Nanao Corporation,2020,630.0,23.02,13.43,1.0,2/2
PHL 345M1CR,Philips Consumer Electronics Company,2020,633.0,24.48,11.74,1.0,3/3
"Monitor 1, Output DP1",LG Electronics,2020,633.0,22.68,9.21,1.0,1/1
PHL 328B6Q,Philips Consumer Electronics Company,2020,633.0,23.56,12.43,1.0,1/1
NV140FHM-N66,BOE,2020,633.0,25.23,10.94,1.0,1/1
HX315S,TerraTec Electronic GmbH,2020,633.0,22.42,15.4,1.0,9/9
TDM13O56,Panasonic Industry Company,2020,633.0,23.14,11.99,1.0,3/3
HP Z27x G2,HP Inc.,2020,633.0,22.84,14.01,1.0,1/1
MSI PAG272QR2,Microstep,2020,630.0,27.9,19.74,1.0,3/3
"MacBookPro16,2",Apple Computer Inc,2020,630.0,23.16,11.07,1.0,1/1
13291,AU Optronics,2020,630.0,27.56,11.08,1.0,1/1
AK270,Hexium Ltd.,2020,630.0,21.99,8.86,1.0,1/1
AD270Q,Hexium Ltd.,2020,633.0,24.96,9.35,1.0,2/2
34G1Q,SKYDATA S.P.A.,2020,630.0,25.91,23.99,1.0,1/1
8CJK2-B173ZAN,AU Optronics,2020,633.0,23.24,12.4,1.0,1/1
DELL U2520DR,"Dell, Inc.",2020,633.0,22.23,14.58,1.0,1/1
HP Z24x G2,HP Inc.,2020,633.0,24.75,9.05,1.0,1/1
BenQ EW277HDR,BenQ Corporation,2020,630.0,25.21,11.06,1.0,1/1
AORUS CV27F,"GIGA-BYTE TECHNOLOGY CO., LTD.",2020,633.0,27.73,10.77,1.0,1/1
AG322QWG4,AOC,2020,630.0,24.32,11.8,1.0,2/2
TER2722,TerraTec Electronic GmbH,2020,630.0,36.77,8.4,0.97,2/2
DELL UP3017,"Dell, Inc.",2020,633.0,32.38,3.23,0.95,1/1
